age,Age class,icd10,International Statistical Classification of Diseases and Related Health Problems (ICD-10),TIME_PERIOD,Time,OBS_VALUE
Y45-49,From 45 to 49 years,C64,"Malignant neoplasm of kidney, except renal pelvis",2018,,1.72
Y45-49,From 45 to 49 years,C64,"Malignant neoplasm of kidney, except renal pelvis",2019,,2.11
Y45-49,From 45 to 49 years,C64,"Malignant neoplasm of kidney, except renal pelvis",2020,,1.83
Y45-49,From 45 to 49 years,C64,"Malignant neoplasm of kidney, except renal pelvis",2021,,1.86
Y45-49,From 45 to 49 years,C67,Malignant neoplasm of bladder,2011,,2
Y45-49,From 45 to 49 years,C67,Malignant neoplasm of bladder,2012,,1.85
Y45-49,From 45 to 49 years,C67,Malignant neoplasm of bladder,2013,,1.24
Y45-49,From 45 to 49 years,C67,Malignant neoplasm of bladder,2014,,1.02
Y45-49,From 45 to 49 years,C67,Malignant neoplasm of bladder,2015,,1.23
Y45-49,From 45 to 49 years,C67,Malignant neoplasm of bladder,2016,,1.12
Y45-49,From 45 to 49 years,C67,Malignant neoplasm of bladder,2017,,0.9
Y45-49,From 45 to 49 years,C67,Malignant neoplasm of bladder,2018,,0.73
Y45-49,From 45 to 49 years,C67,Malignant neoplasm of bladder,2019,,0.67
Y45-49,From 45 to 49 years,C67,Malignant neoplasm of bladder,2020,,0.56
Y45-49,From 45 to 49 years,C67,Malignant neoplasm of bladder,2021,,0.75
Y45-49,From 45 to 49 years,C70-C72,Malignant neoplasm of brain and central nervous system,2011,,4.99
Y45-49,From 45 to 49 years,C70-C72,Malignant neoplasm of brain and central nervous system,2012,,4.25
Y45-49,From 45 to 49 years,C70-C72,Malignant neoplasm of brain and central nervous system,2013,,5.12
Y45-49,From 45 to 49 years,C70-C72,Malignant neoplasm of brain and central nervous system,2014,,5.54
Y45-49,From 45 to 49 years,C70-C72,Malignant neoplasm of brain and central nervous system,2015,,4.6
Y45-49,From 45 to 49 years,C70-C72,Malignant neoplasm of brain and central nervous system,2016,,4.78
Y45-49,From 45 to 49 years,C70-C72,Malignant neoplasm of brain and central nervous system,2017,,5.43
Y45-49,From 45 to 49 years,C70-C72,Malignant neoplasm of brain and central nervous system,2018,,5.07
Y45-49,From 45 to 49 years,C70-C72,Malignant neoplasm of brain and central nervous system,2019,,5.15
Y45-49,From 45 to 49 years,C70-C72,Malignant neoplasm of brain and central nervous system,2020,,4.72
Y45-49,From 45 to 49 years,C70-C72,Malignant neoplasm of brain and central nervous system,2021,,5.68
Y45-49,From 45 to 49 years,C73,Malignant neoplasm of thyroid gland,2011,,0.17
Y45-49,From 45 to 49 years,C73,Malignant neoplasm of thyroid gland,2012,,0.33
Y45-49,From 45 to 49 years,C73,Malignant neoplasm of thyroid gland,2013,,0.32
Y45-49,From 45 to 49 years,C73,Malignant neoplasm of thyroid gland,2014,,0.21
Y45-49,From 45 to 49 years,C73,Malignant neoplasm of thyroid gland,2015,,0.27
Y45-49,From 45 to 49 years,C73,Malignant neoplasm of thyroid gland,2016,,0.05
Y45-49,From 45 to 49 years,C73,Malignant neoplasm of thyroid gland,2017,,0.05
Y45-49,From 45 to 49 years,C73,Malignant neoplasm of thyroid gland,2018,,0.42
Y45-49,From 45 to 49 years,C73,Malignant neoplasm of thyroid gland,2019,,0.31
Y45-49,From 45 to 49 years,C73,Malignant neoplasm of thyroid gland,2020,,0
Y45-49,From 45 to 49 years,C73,Malignant neoplasm of thyroid gland,2021,,0.25
Y45-49,From 45 to 49 years,C81-C86,Hodgkin disease and lymphomas,2011,,2.66
Y45-49,From 45 to 49 years,C81-C86,Hodgkin disease and lymphomas,2012,,3.92
Y45-49,From 45 to 49 years,C81-C86,Hodgkin disease and lymphomas,2013,,2.7
Y45-49,From 45 to 49 years,C81-C86,Hodgkin disease and lymphomas,2014,,2.47
Y45-49,From 45 to 49 years,C81-C86,Hodgkin disease and lymphomas,2015,,2.57
Y45-49,From 45 to 49 years,C81-C86,Hodgkin disease and lymphomas,2016,,1.97
Y45-49,From 45 to 49 years,C81-C86,Hodgkin disease and lymphomas,2017,,2.32
Y45-49,From 45 to 49 years,C81-C86,Hodgkin disease and lymphomas,2018,,1.83
Y45-49,From 45 to 49 years,C81-C86,Hodgkin disease and lymphomas,2019,,2.53
Y45-49,From 45 to 49 years,C81-C86,Hodgkin disease and lymphomas,2020,,2.54
Y45-49,From 45 to 49 years,C81-C86,Hodgkin disease and lymphomas,2021,,1.71
Y45-49,From 45 to 49 years,C88_C90_C96,"Other malignant neoplasm of lymphoid, haematopoietic and related tissue",2011,,0.55
Y45-49,From 45 to 49 years,C88_C90_C96,"Other malignant neoplasm of lymphoid, haematopoietic and related tissue",2012,,0.98
Y45-49,From 45 to 49 years,C88_C90_C96,"Other malignant neoplasm of lymphoid, haematopoietic and related tissue",2013,,0.75
Y45-49,From 45 to 49 years,C88_C90_C96,"Other malignant neoplasm of lymphoid, haematopoietic and related tissue",2014,,0.86
Y45-49,From 45 to 49 years,C88_C90_C96,"Other malignant neoplasm of lymphoid, haematopoietic and related tissue",2015,,0.48
Y45-49,From 45 to 49 years,C88_C90_C96,"Other malignant neoplasm of lymphoid, haematopoietic and related tissue",2016,,0.58
Y45-49,From 45 to 49 years,C88_C90_C96,"Other malignant neoplasm of lymphoid, haematopoietic and related tissue",2017,,0.42
Y45-49,From 45 to 49 years,C88_C90_C96,"Other malignant neoplasm of lymphoid, haematopoietic and related tissue",2018,,0.47
Y45-49,From 45 to 49 years,C88_C90_C96,"Other malignant neoplasm of lymphoid, haematopoietic and related tissue",2019,,0.82
Y45-49,From 45 to 49 years,C88_C90_C96,"Other malignant neoplasm of lymphoid, haematopoietic and related tissue",2020,,0.56
Y45-49,From 45 to 49 years,C88_C90_C96,"Other malignant neoplasm of lymphoid, haematopoietic and related tissue",2021,,0.5
Y45-49,From 45 to 49 years,C91-C95,Leukaemia,2011,,1.89
Y45-49,From 45 to 49 years,C91-C95,Leukaemia,2012,,2.07
Y45-49,From 45 to 49 years,C91-C95,Leukaemia,2013,,1.78
Y45-49,From 45 to 49 years,C91-C95,Leukaemia,2014,,1.56
Y45-49,From 45 to 49 years,C91-C95,Leukaemia,2015,,1.45
Y45-49,From 45 to 49 years,C91-C95,Leukaemia,2016,,1.65
Y45-49,From 45 to 49 years,C91-C95,Leukaemia,2017,,2.48
Y45-49,From 45 to 49 years,C91-C95,Leukaemia,2018,,1.31
Y45-49,From 45 to 49 years,C91-C95,Leukaemia,2019,,1.55
Y45-49,From 45 to 49 years,C91-C95,Leukaemia,2020,,1.62
Y45-49,From 45 to 49 years,C91-C95,Leukaemia,2021,,1.36
Y45-49,From 45 to 49 years,C_OTH,Other malignant neoplasms (remainder of C00-C97),2011,,7.6
Y45-49,From 45 to 49 years,C_OTH,Other malignant neoplasms (remainder of C00-C97),2012,,9.1
Y45-49,From 45 to 49 years,C_OTH,Other malignant neoplasms (remainder of C00-C97),2013,,7.06
Y45-49,From 45 to 49 years,C_OTH,Other malignant neoplasms (remainder of C00-C97),2014,,7.63
Y45-49,From 45 to 49 years,C_OTH,Other malignant neoplasms (remainder of C00-C97),2015,,6.96
Y45-49,From 45 to 49 years,C_OTH,Other malignant neoplasms (remainder of C00-C97),2016,,6.32
Y45-49,From 45 to 49 years,C_OTH,Other malignant neoplasms (remainder of C00-C97),2017,,6.8
Y45-49,From 45 to 49 years,C_OTH,Other malignant neoplasms (remainder of C00-C97),2018,,6.58
Y45-49,From 45 to 49 years,C_OTH,Other malignant neoplasms (remainder of C00-C97),2019,,6.96
Y45-49,From 45 to 49 years,C_OTH,Other malignant neoplasms (remainder of C00-C97),2020,,6.8
Y45-49,From 45 to 49 years,C_OTH,Other malignant neoplasms (remainder of C00-C97),2021,,5.27
Y45-49,From 45 to 49 years,D00-D48,Non-malignant neoplasms (benign and uncertain),2011,,1.61
Y45-49,From 45 to 49 years,D00-D48,Non-malignant neoplasms (benign and uncertain),2012,,1.47
Y45-49,From 45 to 49 years,D00-D48,Non-malignant neoplasms (benign and uncertain),2013,,1.56
Y45-49,From 45 to 49 years,D00-D48,Non-malignant neoplasms (benign and uncertain),2014,,1.88
Y45-49,From 45 to 49 years,D00-D48,Non-malignant neoplasms (benign and uncertain),2015,,1.5
Y45-49,From 45 to 49 years,D00-D48,Non-malignant neoplasms (benign and uncertain),2016,,1.38
Y45-49,From 45 to 49 years,D00-D48,Non-malignant neoplasms (benign and uncertain),2017,,0.95
Y45-49,From 45 to 49 years,D00-D48,Non-malignant neoplasms (benign and uncertain),2018,,0.94
Y45-49,From 45 to 49 years,D00-D48,Non-malignant neoplasms (benign and uncertain),2019,,1.19
Y45-49,From 45 to 49 years,D00-D48,Non-malignant neoplasms (benign and uncertain),2020,,1.22
Y45-49,From 45 to 49 years,D00-D48,Non-malignant neoplasms (benign and uncertain),2021,,1.31
Y45-49,From 45 to 49 years,D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,2011,,0.61
Y45-49,From 45 to 49 years,D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,2012,,0.65
Y45-49,From 45 to 49 years,D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,2013,,1.08
Y45-49,From 45 to 49 years,D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,2014,,0.91
Y45-49,From 45 to 49 years,D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,2015,,0.48
Y45-49,From 45 to 49 years,D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,2016,,0.58
Y45-49,From 45 to 49 years,D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,2017,,0.74
Y45-49,From 45 to 49 years,D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,2018,,0.57
Y45-49,From 45 to 49 years,D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,2019,,0.62
Y45-49,From 45 to 49 years,D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,2020,,0.3
Y45-49,From 45 to 49 years,D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,2021,,0.4
Y45-49,From 45 to 49 years,E10-E14,Diabetes mellitus,2011,,2.16
Y45-49,From 45 to 49 years,E10-E14,Diabetes mellitus,2012,,1.47
Y45-49,From 45 to 49 years,E10-E14,Diabetes mellitus,2013,,1.78
Y45-49,From 45 to 49 years,E10-E14,Diabetes mellitus,2014,,1.5
Y45-49,From 45 to 49 years,E10-E14,Diabetes mellitus,2015,,1.82
Y45-49,From 45 to 49 years,E10-E14,Diabetes mellitus,2016,,1.22
Y45-49,From 45 to 49 years,E10-E14,Diabetes mellitus,2017,,1.53
Y45-49,From 45 to 49 years,E10-E14,Diabetes mellitus,2018,,1.46
Y45-49,From 45 to 49 years,E10-E14,Diabetes mellitus,2019,,1.34
Y45-49,From 45 to 49 years,E10-E14,Diabetes mellitus,2020,,1.27
Y45-49,From 45 to 49 years,E10-E14,Diabetes mellitus,2021,,1.05
Y45-49,From 45 to 49 years,E_OTH,"Other endocrine, nutritional and metabolic diseases (remainder of E00-E90)",2011,,1.55
Y45-49,From 45 to 49 years,E_OTH,"Other endocrine, nutritional and metabolic diseases (remainder of E00-E90)",2012,,1.47
Y45-49,From 45 to 49 years,E_OTH,"Other endocrine, nutritional and metabolic diseases (remainder of E00-E90)",2013,,1.67
Y45-49,From 45 to 49 years,E_OTH,"Other endocrine, nutritional and metabolic diseases (remainder of E00-E90)",2014,,2.63
Y45-49,From 45 to 49 years,E_OTH,"Other endocrine, nutritional and metabolic diseases (remainder of E00-E90)",2015,,1.93
Y45-49,From 45 to 49 years,E_OTH,"Other endocrine, nutritional and metabolic diseases (remainder of E00-E90)",2016,,1.33
Y45-49,From 45 to 49 years,E_OTH,"Other endocrine, nutritional and metabolic diseases (remainder of E00-E90)",2017,,0.9
Y45-49,From 45 to 49 years,E_OTH,"Other endocrine, nutritional and metabolic diseases (remainder of E00-E90)",2018,,1.1
Y45-49,From 45 to 49 years,E_OTH,"Other endocrine, nutritional and metabolic diseases (remainder of E00-E90)",2019,,1.55
Y45-49,From 45 to 49 years,E_OTH,"Other endocrine, nutritional and metabolic diseases (remainder of E00-E90)",2020,,1.52
Y45-49,From 45 to 49 years,E_OTH,"Other endocrine, nutritional and metabolic diseases (remainder of E00-E90)",2021,,2.11
Y45-49,From 45 to 49 years,F01_F03,Dementia,2011,,0.22
Y45-49,From 45 to 49 years,F01_F03,Dementia,2012,,0.27
Y45-49,From 45 to 49 years,F01_F03,Dementia,2013,,0.22
Y45-49,From 45 to 49 years,F01_F03,Dementia,2014,,0.05
Y45-49,From 45 to 49 years,F01_F03,Dementia,2015,,0.21
Y45-49,From 45 to 49 years,F01_F03,Dementia,2016,,0.05
Y45-49,From 45 to 49 years,F01_F03,Dementia,2017,,0.11
Y45-49,From 45 to 49 years,F01_F03,Dementia,2018,,0.05
Y45-49,From 45 to 49 years,F01_F03,Dementia,2019,,0.05
Y45-49,From 45 to 49 years,F01_F03,Dementia,2020,,0
Y45-49,From 45 to 49 years,F01_F03,Dementia,2021,,0.05
Y45-49,From 45 to 49 years,F_OTH,Other mental and behavioural disorders (remainder of F00-F99),2011,,0.44
Y45-49,From 45 to 49 years,F_OTH,Other mental and behavioural disorders (remainder of F00-F99),2012,,0.76
Y45-49,From 45 to 49 years,F_OTH,Other mental and behavioural disorders (remainder of F00-F99),2013,,0.75
Y45-49,From 45 to 49 years,F_OTH,Other mental and behavioural disorders (remainder of F00-F99),2014,,0.59
Y45-49,From 45 to 49 years,F_OTH,Other mental and behavioural disorders (remainder of F00-F99),2015,,0.43
Y45-49,From 45 to 49 years,F_OTH,Other mental and behavioural disorders (remainder of F00-F99),2016,,0.53
Y45-49,From 45 to 49 years,F_OTH,Other mental and behavioural disorders (remainder of F00-F99),2017,,0.26
Y45-49,From 45 to 49 years,F_OTH,Other mental and behavioural disorders (remainder of F00-F99),2018,,0.63
Y45-49,From 45 to 49 years,F_OTH,Other mental and behavioural disorders (remainder of F00-F99),2019,,0.36
Y45-49,From 45 to 49 years,F_OTH,Other mental and behavioural disorders (remainder of F00-F99),2020,,0.76
Y45-49,From 45 to 49 years,F_OTH,Other mental and behavioural disorders (remainder of F00-F99),2021,,0.45
Y45-49,From 45 to 49 years,G20,Parkinson disease,2011,,0.11
Y45-49,From 45 to 49 years,G20,Parkinson disease,2012,,0.05
Y45-49,From 45 to 49 years,G20,Parkinson disease,2013,,0.05
Y45-49,From 45 to 49 years,G20,Parkinson disease,2014,,0.05
Y45-49,From 45 to 49 years,G20,Parkinson disease,2015,,0.05
Y45-49,From 45 to 49 years,G20,Parkinson disease,2016,,0.05
Y45-49,From 45 to 49 years,G20,Parkinson disease,2017,,0
Y45-49,From 45 to 49 years,G20,Parkinson disease,2018,,0.05
Y45-49,From 45 to 49 years,G20,Parkinson disease,2019,,0.05
Y45-49,From 45 to 49 years,G20,Parkinson disease,2020,,0.05
Y45-49,From 45 to 49 years,G20,Parkinson disease,2021,,0.05
Y45-49,From 45 to 49 years,G30,Alzheimer disease,2011,,0
Y45-49,From 45 to 49 years,G30,Alzheimer disease,2012,,0
Y45-49,From 45 to 49 years,G30,Alzheimer disease,2013,,0.05
Y45-49,From 45 to 49 years,G30,Alzheimer disease,2014,,0
Y45-49,From 45 to 49 years,G30,Alzheimer disease,2015,,0.05
Y45-49,From 45 to 49 years,G30,Alzheimer disease,2016,,0.16
Y45-49,From 45 to 49 years,G30,Alzheimer disease,2017,,0.05
Y45-49,From 45 to 49 years,G30,Alzheimer disease,2018,,0.05
Y45-49,From 45 to 49 years,G30,Alzheimer disease,2019,,0.05
Y45-49,From 45 to 49 years,G30,Alzheimer disease,2020,,0
Y45-49,From 45 to 49 years,G30,Alzheimer disease,2021,,0.05
Y45-49,From 45 to 49 years,G_H,Diseases of the nervous system and the sense organs (G00-H95),2011,,5.6
Y45-49,From 45 to 49 years,G_H,Diseases of the nervous system and the sense organs (G00-H95),2012,,7.47
Y45-49,From 45 to 49 years,G_H,Diseases of the nervous system and the sense organs (G00-H95),2013,,5.39
Y45-49,From 45 to 49 years,G_H,Diseases of the nervous system and the sense organs (G00-H95),2014,,5.48
Y45-49,From 45 to 49 years,G_H,Diseases of the nervous system and the sense organs (G00-H95),2015,,6.42
Y45-49,From 45 to 49 years,G_H,Diseases of the nervous system and the sense organs (G00-H95),2016,,6.85
Y45-49,From 45 to 49 years,G_H,Diseases of the nervous system and the sense organs (G00-H95),2017,,5.54
Y45-49,From 45 to 49 years,G_H,Diseases of the nervous system and the sense organs (G00-H95),2018,,6.58
Y45-49,From 45 to 49 years,G_H,Diseases of the nervous system and the sense organs (G00-H95),2019,,5.87
Y45-49,From 45 to 49 years,G_H,Diseases of the nervous system and the sense organs (G00-H95),2020,,5.59
Y45-49,From 45 to 49 years,G_H,Diseases of the nervous system and the sense organs (G00-H95),2021,,6.58
Y45-49,From 45 to 49 years,G_H_OTH,Other diseases of the nervous system and the sense organs (remainder of G00-H95),2011,,5.49
Y45-49,From 45 to 49 years,G_H_OTH,Other diseases of the nervous system and the sense organs (remainder of G00-H95),2012,,7.41
Y45-49,From 45 to 49 years,G_H_OTH,Other diseases of the nervous system and the sense organs (remainder of G00-H95),2013,,5.28
Y45-49,From 45 to 49 years,G_H_OTH,Other diseases of the nervous system and the sense organs (remainder of G00-H95),2014,,5.43
Y45-49,From 45 to 49 years,G_H_OTH,Other diseases of the nervous system and the sense organs (remainder of G00-H95),2015,,6.32
Y45-49,From 45 to 49 years,G_H_OTH,Other diseases of the nervous system and the sense organs (remainder of G00-H95),2016,,6.64
Y45-49,From 45 to 49 years,G_H_OTH,Other diseases of the nervous system and the sense organs (remainder of G00-H95),2017,,5.48
Y45-49,From 45 to 49 years,G_H_OTH,Other diseases of the nervous system and the sense organs (remainder of G00-H95),2018,,6.48
Y45-49,From 45 to 49 years,G_H_OTH,Other diseases of the nervous system and the sense organs (remainder of G00-H95),2019,,5.77
Y45-49,From 45 to 49 years,G_H_OTH,Other diseases of the nervous system and the sense organs (remainder of G00-H95),2020,,5.53
Y45-49,From 45 to 49 years,G_H_OTH,Other diseases of the nervous system and the sense organs (remainder of G00-H95),2021,,6.48
Y45-49,From 45 to 49 years,I20-I25,Ischaemic heart diseases,2011,,25.97
Y45-49,From 45 to 49 years,I20-I25,Ischaemic heart diseases,2012,,25.56
Y45-49,From 45 to 49 years,I20-I25,Ischaemic heart diseases,2013,,25.94
Y45-49,From 45 to 49 years,I20-I25,Ischaemic heart diseases,2014,,24.4
Y45-49,From 45 to 49 years,I20-I25,Ischaemic heart diseases,2015,,21.68
Y45-49,From 45 to 49 years,I20-I25,Ischaemic heart diseases,2016,,21.62
Y45-49,From 45 to 49 years,I20-I25,Ischaemic heart diseases,2017,,19.83
Y45-49,From 45 to 49 years,I20-I25,Ischaemic heart diseases,2018,,18.13
Y45-49,From 45 to 49 years,I20-I25,Ischaemic heart diseases,2019,,16.49
Y45-49,From 45 to 49 years,I20-I25,Ischaemic heart diseases,2020,,19.65
Y45-49,From 45 to 49 years,I20-I25,Ischaemic heart diseases,2021,,19.19
Y45-49,From 45 to 49 years,I20_I23-I25,Other ischaemic heart diseases,2011,,8.82
Y45-49,From 45 to 49 years,I20_I23-I25,Other ischaemic heart diseases,2012,,8.61
Y45-49,From 45 to 49 years,I20_I23-I25,Other ischaemic heart diseases,2013,,9.06
Y45-49,From 45 to 49 years,I20_I23-I25,Other ischaemic heart diseases,2014,,8.81
Y45-49,From 45 to 49 years,I20_I23-I25,Other ischaemic heart diseases,2015,,7.87
Y45-49,From 45 to 49 years,I20_I23-I25,Other ischaemic heart diseases,2016,,8.23
Y45-49,From 45 to 49 years,I20_I23-I25,Other ischaemic heart diseases,2017,,7.54
Y45-49,From 45 to 49 years,I20_I23-I25,Other ischaemic heart diseases,2018,,6.64
Y45-49,From 45 to 49 years,I20_I23-I25,Other ischaemic heart diseases,2019,,6.29
Y45-49,From 45 to 49 years,I20_I23-I25,Other ischaemic heart diseases,2020,,7.31
Y45-49,From 45 to 49 years,I20_I23-I25,Other ischaemic heart diseases,2021,,8.44
Y45-49,From 45 to 49 years,I21_I22,Acute myocardial infarction including subsequent myocardial infarction,2011,,17.15
Y45-49,From 45 to 49 years,I21_I22,Acute myocardial infarction including subsequent myocardial infarction,2012,,16.95
Y45-49,From 45 to 49 years,I21_I22,Acute myocardial infarction including subsequent myocardial infarction,2013,,16.88
Y45-49,From 45 to 49 years,I21_I22,Acute myocardial infarction including subsequent myocardial infarction,2014,,15.59
Y45-49,From 45 to 49 years,I21_I22,Acute myocardial infarction including subsequent myocardial infarction,2015,,13.81
Y45-49,From 45 to 49 years,I21_I22,Acute myocardial infarction including subsequent myocardial infarction,2016,,13.39
Y45-49,From 45 to 49 years,I21_I22,Acute myocardial infarction including subsequent myocardial infarction,2017,,12.29
Y45-49,From 45 to 49 years,I21_I22,Acute myocardial infarction including subsequent myocardial infarction,2018,,11.5
Y45-49,From 45 to 49 years,I21_I22,Acute myocardial infarction including subsequent myocardial infarction,2019,,10.2
Y45-49,From 45 to 49 years,I21_I22,Acute myocardial infarction including subsequent myocardial infarction,2020,,12.34
Y45-49,From 45 to 49 years,I21_I22,Acute myocardial infarction including subsequent myocardial infarction,2021,,10.75
Y45-49,From 45 to 49 years,I30-I51,Other heart diseases,2011,,11.15
Y45-49,From 45 to 49 years,I30-I51,Other heart diseases,2012,,11.83
